,TrigNo,T50,T90,F1,F2,F3,F4,P64,P256,P1024
1362,6292,0.512,7.872,2.32E-08,1.72E-08,1.90E-07,1.59E-06,2.067,1.534,0.847
1363,6293,0.128,0.192,2.72E-07,3.61E-07,2.35E-06,4.00E-05,88.532,46.466,11.704
1364,6295,78.848,180.48,1.69E-06,1.42E-06,2.69E-06,7.93E-07,1.915,1.865,1.47
1365,6298,2.944,9.984,1.34E-07,9.03E-08,9.30E-08,4.35E-07,0.468,0.338,0.302
1366,6299,0.091,0.202,2.04E-08,2.71E-08,9.36E-08,7.25E-08,3.622,2.289,0.61
1367,6300,8.256,63.168,2.08E-07,1.20E-07,6.39E-08,6.19E-08,0.528,0.426,0.346
1368,6301,0.64,0.96,2.47E-08,3.64E-08,2.75E-07,9.54E-07,1.513,1.269,1.065
1369,6303,9.664,33.984,1.26E-06,1.67E-06,5.33E-06,4.95E-06,3.491,3.291,3.199
1370,6304,5.76,33.472,1.63E-07,2.20E-07,6.89E-07,0,0.79,0.648,0.595
1371,6305,6.848,25.792,1.50E-07,1.14E-07,5.12E-07,0,0.784,0.485,0.401
1372,6306,45.568,159.616,1.77E-07,2.88E-07,1.57E-06,3.42E-06,2.037,1.601,0.964
1373,6307,0.576,1.984,1.38E-08,3.72E-08,3.08E-07,1.35E-06,1.886,1.648,1.319
1374,6308,4.096,18.88,5.76E-08,3.94E-08,2.09E-07,0,0.576,0.437,0.375
1375,6309,8.832,22.656,5.12E-07,3.05E-07,6.65E-07,8.33E-07,1.19,0.67,0.612
1376,6314,2.688,6.656,3.02E-08,8.13E-08,2.89E-07,3.83E-06,1.016,0.359,0.361
1377,6315,7.36,37.248,1.19E-06,1.34E-06,2.45E-06,1.34E-06,2.23,2.001,1.958
1378,6317,3.136,7.744,1.67E-07,1.68E-07,3.14E-07,1.84E-07,1.02,0.91,0.776
1379,6319,20.096,33.024,3.83E-07,3.08E-07,5.18E-07,1.52E-06,1.317,1.141,1.051
1380,6320,25.728,57.984,1.31E-06,1.09E-06,1.91E-06,7.84E-09,1.474,1.305,1.088
1381,6321,6.4,22.592,6.98E-07,7.20E-07,1.84E-06,1.35E-06,4.282,4.179,3.788
1382,6322,2.496,4.864,3.91E-07,3.22E-07,4.97E-07,2.15E-07,3.46,3.101,2.009
1383,6323,3.584,20.352,2.06E-07,1.99E-07,3.44E-07,1.26E-06,1.408,1.246,0.942
1384,6328,34.752,72.128,6.59E-07,9.50E-07,2.15E-06,0,0.719,0.524,0.429
1385,6329,13.44,37.632,4.64E-06,5.73E-06,1.65E-05,2.00E-05,7.838,7.363,6.414
1386,6330,5.888,14.528,1.12E-07,8.74E-08,1.92E-07,5.20E-07,0.459,0.388,0.283
1387,6331,0.832,2.432,4.72E-08,4.84E-08,8.82E-08,5.37E-08,1.037,0.796,0.53
1388,6334,13.312,36.8,3.47E-08,1.38E-07,5.43E-07,1.36E-07,0.617,0.357,0.281
1389,6335,97.728,149.184,2.72E-06,2.53E-06,4.52E-06,5.07E-06,4.294,4.153,3.754
1390,6336,2.048,6.528,1.24E-06,1.43E-06,7.02E-06,4.81E-05,15.658,15.706,12.161
1391,6337,30.72,64.576,3.04E-07,9.35E-07,3.43E-06,7.32E-06,1.26,1.055,0.909
1392,6338,0.192,0.768,0,1.01E-08,5.63E-08,4.80E-07,1.591,1.078,0.3
1393,6339,4.48,15.232,9.99E-08,1.49E-07,1.11E-06,5.35E-06,1.46,1.294,0.948
1394,6341,0.96,1.92,3.94E-08,6.95E-08,5.44E-07,2.51E-06,3.052,2.732,1.632
1395,6342,11.072,11.712,5.83E-09,7.59E-09,4.76E-08,8.52E-08,2.155,1.008,0.259
1396,6343,0.058,0.612,6.65E-09,2.81E-09,2.98E-08,3.79E-09,1.612,0.686,0.122
1397,6344,34.176,67.776,1.40E-06,1.25E-06,2.76E-06,3.43E-06,1.777,1.443,1.034
1398,6345,5.44,16.896,1.93E-07,1.12E-07,2.46E-07,0,0.677,0.541,0.432
1399,6346,37.248,136.064,1.07E-06,1.24E-06,4.05E-06,4.08E-06,0.804,0.604,0.477
1400,6347,0.256,0.448,2.29E-09,1.03E-08,8.80E-08,7.76E-08,1.3,1.004,0.421
1401,6349,28.288,82.688,1.74E-06,1.93E-06,8.39E-06,4.42E-05,1.963,1.836,1.762
1402,6351,17.92,36.096,6.95E-07,7.88E-07,2.09E-06,1.01E-06,1.022,0.77,0.661
1403,6353,44.288,114.496,5.17E-06,5.89E-06,1.61E-05,2.90E-06,2.897,2.64,2.438
1404,6354,0.02,0.264,6.75E-09,0,3.26E-08,3.90E-07,2.918,0.798,0.121
1405,6355,12.544,29.184,3.40E-07,3.17E-07,6.25E-07,1.80E-06,0.777,0.564,0.454
1406,6361,0.062,0.901,5.09E-09,8.85E-09,3.35E-08,1.80E-07,2.187,0.957,0.202
1407,6368,0.128,0.896,2.26E-08,4.37E-08,2.43E-07,2.05E-06,7.245,4.85,1.265
1408,6369,6.016,29.312,5.91E-07,4.25E-07,8.37E-07,7.25E-07,0.712,0.644,0.559
1409,6370,25.728,40.576,1.71E-08,2.38E-08,5.26E-08,8.57E-08,0.501,0.47,0.318
1410,6372,0.384,0.768,9.02E-09,2.00E-08,9.70E-08,7.28E-08,1.926,1.424,0.529
1411,6375,14.208,31.104,1.13E-07,1.28E-07,5.21E-07,1.00E-06,0.819,0.757,0.68
1412,6376,0.541,1.32,1.49E-08,8.99E-09,4.99E-08,1.36E-07,2.298,0.983,0.268
1413,6380,32.128,65.6,2.24E-06,2.29E-06,8.60E-06,1.49E-05,2.075,1.877,1.731
1414,6385,0.256,0.896,5.25E-09,2.52E-08,1.29E-07,6.90E-08,2.361,2.113,0.666
1415,6386,0.448,0.832,2.15E-08,2.19E-08,2.17E-07,9.74E-07,2.001,1.502,0.975
1416,6388,7.68,20.864,2.24E-07,3.57E-07,9.66E-07,7.07E-07,1.102,0.917,0.769
1417,6390,25.664,48.192,1.93E-07,2.94E-07,1.46E-06,1.96E-05,2.938,2.677,1.579
1418,6395,7.104,18.048,2.16E-08,2.24E-08,1.39E-07,1.60E-06,0.739,0.617,0.499
1419,6396,30.4,52.672,1.99E-07,3.55E-07,1.26E-06,1.02E-06,0.887,0.652,0.571
1420,6397,10.048,36.352,1.98E-06,3.14E-06,8.36E-06,7.60E-06,6.022,5.78,5.646
1421,6398,0.512,1.989,6.36E-09,3.20E-09,6.95E-08,5.65E-07,0.603,0.461,0.253
1422,6399,7.232,14.528,4.57E-07,3.31E-07,4.49E-07,2.26E-07,2.165,1.893,1.115
1423,6400,8.704,14.08,2.67E-07,2.66E-07,7.47E-07,2.42E-06,4.083,3.85,2.319
1424,6401,1.024,3.392,1.39E-08,3.12E-08,2.20E-07,2.90E-07,0.867,0.769,0.66
1425,6404,5.696,36.992,2.20E-06,3.82E-06,1.02E-05,7.81E-06,24.012,22.9,17.226
1426,6405,9.536,30.144,3.21E-07,3.99E-07,9.03E-07,1.50E-06,0.913,0.631,0.581
1427,6408,3.712,7.104,4.95E-08,3.99E-08,3.83E-07,3.26E-07,0.942,0.641,0.374
1428,6409,5.12,17.792,3.43E-07,2.76E-07,3.38E-07,0,0.909,0.685,0.56
1429,6411,1.92,6.464,5.71E-09,2.74E-08,5.51E-08,4.81E-08,1.367,0.819,0.41
1430,6412,0.896,3.008,1.20E-08,4.27E-09,6.51E-08,1.39E-07,1.329,0.985,0.278
1431,6413,2.688,6.528,5.05E-07,4.96E-07,4.82E-07,6.58E-07,4.519,3.521,2.612
1432,6414,11.392,48.064,1.95E-06,1.65E-06,5.44E-06,1.68E-05,2.085,1.853,1.793
1433,6419,7.36,25.92,3.98E-07,3.73E-07,3.42E-07,0,0.852,0.719,0.63
1434,6422,2.368,6.592,2.11E-06,1.83E-06,2.03E-06,7.36E-07,8.252,8.049,6.957
1435,6425,1.088,8.896,1.04E-07,1.38E-07,4.39E-07,7.61E-07,3.137,2.724,1.833
1436,6427,0.704,2.944,1.10E-08,1.80E-08,7.93E-08,6.33E-07,2.27,1.488,0.443
1437,6435,21.504,42.496,9.93E-09,4.64E-08,1.62E-07,1.03E-07,0.875,0.572,0.481
1438,6436,0.192,6.208,9.03E-08,1.34E-07,6.17E-07,1.65E-06,17.359,7.622,2.472
1439,6437,3.456,9.408,1.86E-07,1.00E-07,1.70E-07,0,0.955,0.865,0.612
1440,6439,0.192,0.256,5.31E-09,1.36E-08,3.84E-08,3.85E-08,1.495,0.844,0.266
1441,6440,8.384,13.376,6.35E-07,4.52E-07,8.09E-07,1.83E-06,2.857,2.644,1.879
1442,6443,2.176,6.592,1.55E-08,2.58E-08,1.41E-07,8.89E-07,1.645,1.101,0.446
1443,6444,11.776,44.928,2.66E-07,3.78E-07,8.72E-07,0,0.7,0.505,0.403
1444,6445,0.256,1.536,1.98E-08,7.07E-09,4.04E-08,5.86E-07,1.522,0.828,0.208
1445,6446,56.96,100.672,8.61E-07,8.11E-07,1.32E-06,5.78E-06,1.109,0.9,0.707
1446,6447,0.256,1.024,9.55E-09,8.23E-09,6.02E-08,0,1.439,0.97,0.301
1447,6448,61.888,149.248,7.32E-07,7.19E-07,1.33E-06,0,0.581,0.421,0.325
1448,6450,17.856,23.488,3.56E-07,2.27E-07,1.49E-07,8.58E-07,0.696,0.598,0.445
1449,6451,0.832,3.328,8.51E-07,1.04E-06,3.05E-06,4.57E-06,4.193,3.951,3.348
1450,6452,0.286,0.54,4.45E-09,1.13E-08,4.18E-08,1.38E-08,1.096,0.569,0.256
1451,6453,40.768,89.856,9.70E-06,1.05E-05,2.24E-05,1.22E-05,6.138,5.367,4.186
1452,6454,383.488,616.256,5.82E-06,1.05E-05,4.07E-05,3.86E-05,2.14,1.831,1.622
1453,6462,0.128,0.256,4.14E-09,1.50E-08,5.55E-08,4.56E-07,2.506,1.246,0.324
1454,6469,0.192,1.792,9.08E-09,2.06E-08,6.14E-08,0,2.525,1.469,0.429
1455,6472,65.92,195.2,1.21E-05,1.49E-05,6.65E-05,0.000173,18.716,17.416,15.119
1456,6486,0.042,0.075,9.35E-09,3.21E-08,1.57E-07,2.25E-07,7.185,3.405,0.855
1457,6487,1.408,9.408,6.34E-08,5.48E-08,8.19E-08,0,0.786,0.647,0.524
1458,6488,1.152,2.24,2.71E-08,2.63E-08,8.13E-08,6.35E-07,0.714,0.502,0.323
1459,6489,17.856,42.432,2.45E-06,3.12E-06,6.97E-06,1.26E-06,2.954,2.853,2.572
1460,6490,25.6,54.72,4.06E-07,8.19E-07,1.37E-06,0,0.648,0.593,0.512
1461,6497,1.728,3.328,1.46E-08,2.59E-08,1.67E-07,2.28E-07,0.541,0.375,0.311
1462,6498,41.984,108.544,1.78E-06,1.26E-06,2.51E-06,2.60E-08,0.909,0.653,0.514
1463,6504,14.272,47.488,8.44E-07,1.36E-06,3.55E-06,1.05E-06,2.792,2.329,2.332
1464,6519,41.152,131.008,3.57E-08,5.01E-08,5.12E-07,1.28E-06,0.772,0.649,0.555
1465,6520,49.472,69.504,8.07E-07,4.50E-07,7.77E-07,0,0.479,0.38,0.28
1466,6521,19.52,41.28,9.18E-07,9.84E-07,2.36E-06,1.73E-07,2.332,1.826,1.435
1467,6522,343.744,377.984,2.21E-07,2.59E-07,5.52E-07,4.72E-07,2.895,2.659,1.689
1468,6523,8.32,36.288,8.33E-07,7.85E-07,1.17E-06,0,1.898,1.706,1.396
1469,6525,28.352,48.32,2.56E-06,3.39E-06,1.35E-05,8.10E-06,5.99,5.658,4.521
1470,6527,0.64,1.856,6.72E-07,5.00E-07,6.39E-07,3.77E-07,8.479,7.883,5.716
1471,6528,4.352,15.68,5.65E-07,8.61E-07,2.55E-06,1.71E-06,4.44,4.202,3.723
1472,6529,9.6,37.184,1.04E-07,1.79E-07,6.17E-07,0,0.72,0.567,0.392
1473,6531,8.128,16.064,5.48E-07,5.58E-07,9.44E-07,1.14E-06,0.976,0.785,0.659
1474,6533,9.472,31.232,8.85E-07,1.48E-06,4.96E-06,5.22E-06,2.649,2.325,1.955
1475,6534,1.216,4.352,8.46E-08,8.13E-08,1.37E-07,3.41E-08,1.746,1.284,0.806
1476,6535,0.704,1.664,2.51E-07,2.17E-07,1.33E-06,8.10E-06,11.882,6.834,5.475
1477,6536,1.984,6.784,8.01E-08,8.88E-08,4.99E-08,8.81E-07,0.758,0.633,0.472
1478,6538,12.224,26.624,5.30E-07,4.42E-07,1.03E-06,1.72E-06,1.253,0.975,0.877
1479,6539,5.888,13.632,1.31E-07,2.77E-07,2.65E-06,3.88E-05,2.083,1.625,1.323
1480,6540,0.016,0.032,2.08E-09,7.36E-09,2.19E-08,5.78E-08,2.476,0.664,0.172
1481,6542,0.832,1.024,1.55E-08,1.57E-08,6.88E-08,4.87E-07,2.875,0.876,0.349
1482,6543,0.064,1.664,0,8.61E-09,6.49E-08,7.11E-08,2.801,1.165,0.29
1483,6544,11.328,32.96,4.94E-07,5.26E-07,1.91E-06,6.40E-06,1.696,1.175,0.942
1484,6546,1.28,6.784,2.70E-07,2.96E-07,3.27E-07,3.17E-08,3.319,2.904,2.106
1485,6547,0.029,0.097,2.79E-09,4.60E-09,2.15E-08,1.04E-07,1.383,0.443,0.123
1486,6550,4.352,13.312,1.88E-07,2.68E-07,1.28E-06,0,1.515,1.388,1.239
1487,6551,26.816,59.008,5.47E-07,4.35E-07,1.02E-06,0,0.679,0.567,0.438
1488,6552,6.72,22.592,3.19E-07,3.16E-07,5.01E-07,0,1.101,0.857,0.775
1489,6554,8,10.368,6.06E-07,3.75E-07,4.63E-07,0,1.876,1.804,1.479
1490,6557,18.752,96.128,1.19E-06,1.12E-06,2.73E-06,0,2.073,1.757,1.611
1491,6560,16.704,36.8,1.55E-06,2.77E-06,7.73E-06,3.40E-06,11.805,10.613,6.797
1492,6562,0.384,1.472,1.37E-08,2.05E-08,5.83E-08,0,1.433,1.028,0.45
1493,6564,8,30.72,6.16E-07,7.33E-07,1.44E-06,1.32E-06,1.654,1.387,1.331
1494,6566,38.72,87.616,1.36E-06,9.29E-07,1.55E-06,6.71E-06,1.171,0.81,0.713
1495,6569,0.738,0.936,2.40E-08,2.68E-08,6.98E-08,0,1.621,0.947,0.457
1496,6571,0.247,0.326,5.14E-09,6.80E-09,2.68E-08,0,1.316,0.558,0.179
1497,6573,0.082,0.289,1.13E-08,1.46E-08,6.37E-08,1.01E-07,2.39,1.231,0.375
1498,6576,28.928,45.056,3.90E-06,5.30E-06,2.13E-05,7.31E-05,12.219,11.251,9.705
1499,6577,9.92,22.784,2.88E-07,3.26E-07,7.90E-07,5.52E-07,1.268,1.018,0.959
1500,6578,54.336,68.352,2.91E-07,6.61E-07,1.59E-06,0,1.126,0.864,0.662
1501,6579,1.984,2.944,6.75E-08,9.47E-08,5.35E-07,1.51E-06,3.076,2.53,1.488
1502,6580,0.558,2.816,4.84E-08,1.15E-07,3.64E-07,7.48E-07,3.283,2.89,1.863
1503,6582,2.624,7.04,4.26E-07,2.49E-07,3.60E-07,1.37E-07,2.581,2.345,1.432
1504,6583,7.296,39.232,8.50E-07,8.90E-07,2.05E-06,1.91E-07,1.116,1.119,0.95
1505,6585,6.592,17.536,7.98E-07,5.62E-07,1.38E-06,8.41E-07,1.313,1.119,1.018
1506,6586,0.621,0.685,2.41E-08,2.17E-08,3.85E-08,0,1.273,0.765,0.367
1507,6587,9.856,23.04,1.04E-05,1.27E-05,5.75E-05,0.000118,37.47,31.654,25.716
1508,6589,36.608,49.152,9.99E-08,1.17E-07,3.69E-07,0,0.955,0.56,0.443
1509,6590,23.168,114.112,8.58E-07,1.08E-06,2.70E-06,6.96E-06,1.637,1.555,1.404
1510,6591,0.296,0.773,1.90E-08,3.04E-08,1.93E-07,3.60E-07,1.905,1.761,0.962
1511,6592,10.048,25.664,6.24E-07,5.53E-07,1.37E-06,8.33E-07,1.155,0.832,0.725
1512,6593,17.728,31.232,4.52E-06,5.29E-06,1.88E-05,2.75E-05,10.12,9.807,8.066
1513,6598,6.08,17.472,6.31E-07,6.84E-07,1.39E-06,1.19E-06,1.443,1.282,1.142
1514,6600,2.112,6.976,1.63E-07,1.29E-07,2.81E-07,5.03E-07,3.347,2.679,1.271
1515,6601,236.48,269.44,7.67E-07,8.09E-07,1.92E-06,1.72E-06,1.735,1.591,1.467
1516,6602,10.24,39.68,3.17E-07,3.92E-07,1.60E-06,7.41E-06,1.2,1.048,0.895
1517,6605,5.504,16.704,8.20E-07,1.07E-06,1.96E-06,2.43E-06,2.438,2.337,2.252
1518,6606,0.192,0.704,4.62E-08,5.71E-08,3.15E-07,7.61E-07,7.165,4.95,1.658
1519,6610,20.16,71.936,9.31E-07,1.07E-06,2.36E-06,0,2.097,1.863,1.205
1520,6611,3.392,10.048,2.68E-07,2.38E-07,4.31E-07,7.97E-07,1.128,1.02,0.946
1521,6613,4.992,42.368,5.22E-08,1.52E-07,3.87E-07,0,0.548,0.53,0.397
1522,6615,33.856,127.744,2.31E-06,4.98E-06,2.36E-05,4.99E-05,2.617,2.401,2.216
1523,6616,14.784,34.688,9.17E-08,7.43E-08,3.50E-07,4.98E-07,0.476,0.416,0.339
1524,6619,14.72,35.968,5.84E-07,9.62E-07,2.75E-06,1.86E-06,1.31,0.903,0.831
1525,6620,79.232,128.128,1.02E-06,1.25E-06,2.68E-06,0,1.19,0.711,0.619
1526,6621,3.648,43.456,1.43E-06,1.33E-06,3.01E-06,5.23E-06,6.845,6.714,6.199
1527,6622,282.944,389.376,3.52E-06,3.05E-06,7.13E-06,3.34E-06,0.983,0.8,0.741
1528,6625,11.072,111.424,4.39E-06,3.84E-06,5.82E-06,0,2.04,1.817,1.779
1529,6629,28.416,239.552,4.42E-06,4.80E-06,1.83E-05,5.74E-05,7.325,7.173,6.64
1530,6630,5.824,23.552,3.43E-06,3.08E-06,1.00E-05,1.32E-05,17.273,16.799,16.193
1531,6631,2.24,7.168,6.31E-08,1.38E-07,2.89E-07,4.98E-07,0.976,0.773,0.627
1532,6632,4.416,10.688,4.68E-07,1.31E-07,2.79E-07,0,0.676,0.541,0.401
1533,6634,0.433,0.583,6.75E-08,0,1.17E-07,4.66E-08,1.012,0.877,0.262
1534,6635,0.64,1.152,4.50E-07,2.91E-07,4.86E-07,8.75E-07,12.055,7.945,4.465
1535,6638,2.432,3.072,4.18E-08,6.45E-08,4.27E-07,3.37E-06,2.208,1.674,1.261
1536,6641,0.576,2.624,4.18E-08,7.65E-08,2.25E-07,2.51E-07,2.725,2.035,1.225
1537,6642,57.92,105.024,1.16E-06,2.19E-06,9.58E-06,1.47E-05,1.841,1.708,1.559
1538,6643,0.192,0.512,4.48E-09,1.60E-08,1.12E-07,4.43E-08,2.861,1.865,0.525
1539,6645,0.013,0.036,1.08E-09,1.11E-08,2.45E-08,1.26E-07,2.651,0.718,0.181
1540,6648,24.512,88.384,1.07E-07,3.65E-07,1.76E-06,1.03E-06,0.785,0.525,0.388
1541,6649,3.84,16.448,1.29E-07,1.28E-07,1.76E-07,0,1.037,0.897,0.631
1542,6655,19.072,63.36,7.69E-07,7.79E-07,2.85E-06,8.27E-06,0.902,0.731,0.673
1543,6657,20.16,42.368,9.24E-07,1.23E-06,2.51E-06,8.68E-07,1.156,0.948,0.897
1544,6658,4.544,8.064,1.11E-07,1.24E-07,3.74E-07,0,1.901,1.747,1.034
1545,6659,0.115,0.2,2.53E-08,5.16E-08,1.67E-07,4.59E-07,3.33,2.678,0.734
1546,6662,0.832,2.368,5.03E-08,3.07E-08,1.41E-07,3.59E-07,0.804,0.717,0.576
1547,6665,5.76,18.56,5.06E-06,6.65E-06,2.56E-05,4.53E-05,13.849,13.278,12.366
1548,6666,4.288,11.008,2.19E-07,2.76E-07,5.03E-07,4.79E-07,1.687,1.411,0.709
1549,6668,0.048,0.116,1.09E-07,1.58E-07,9.33E-07,2.91E-06,39.127,17.833,4.534
1550,6670,19.392,40.32,7.30E-08,1.71E-07,1.18E-06,8.98E-06,1.11,0.785,0.589
1551,6671,0.192,0.256,1.34E-08,3.37E-08,2.05E-07,6.53E-07,6.716,3.681,0.962
1552,6672,6.272,27.904,1.56E-06,1.30E-06,2.67E-06,2.27E-06,5.595,5.452,4.742
1553,6673,7.488,18.304,2.73E-07,3.21E-07,8.22E-07,0,1.011,0.658,0.62
1554,6674,25.6,86.336,9.69E-07,9.37E-07,2.21E-06,1.70E-06,0.98,0.643,0.556
1555,6676,3.648,12.736,1.19E-07,1.70E-07,5.55E-07,7.73E-07,1.34,1.236,0.937
1556,6678,3.2,8.192,1.09E-07,1.11E-07,2.01E-07,0,0.598,0.501,0.376
1557,6679,0.896,1.408,5.22E-08,7.64E-08,3.92E-07,2.10E-06,8.623,3.414,1.666
1558,6682,0.027,0.11,4.58E-09,8.11E-09,1.67E-08,8.70E-08,1.669,0.578,0.141
1559,6683,3.264,9.28,4.57E-07,6.30E-07,1.53E-06,8.52E-07,5.218,4.404,2.927
1560,6686,47.808,65.472,2.32E-07,3.31E-07,1.22E-06,0,0.825,0.655,0.409
1561,6689,0.09,0.192,1.89E-08,1.06E-08,6.61E-08,3.25E-07,2.741,1.519,0.364
1562,6693,0.124,0.283,1.42E-08,1.80E-08,9.42E-08,1.66E-07,2.417,1.569,0.511
1563,6694,11.264,39.936,3.33E-07,9.55E-07,6.77E-06,1.68E-05,4.283,3.706,3.015
1564,6695,12.736,35.776,2.06E-08,1.55E-07,9.06E-07,2.08E-07,0.599,0.462,0.342
1565,6697,0.768,1.216,2.19E-08,4.65E-08,2.88E-07,3.50E-07,2.1,1.613,1.18
1566,6698,45.888,100.928,7.23E-08,1.01E-07,9.41E-07,6.15E-06,0.89,0.647,0.525
1567,6700,0.128,0.192,8.41E-09,5.35E-09,9.64E-08,7.17E-07,3.331,1.597,0.398
1568,6702,19.136,44.736,4.13E-07,5.97E-07,2.37E-06,6.94E-06,2.364,1.734,1.165
1569,6707,9.792,34.88,8.44E-07,8.10E-07,1.67E-06,6.87E-07,1.245,1.081,0.963
1570,6708,3.904,12.16,5.31E-08,1.89E-07,1.05E-06,1.03E-06,2.286,1.952,1.751
1571,6710,0.576,1.088,6.62E-09,1.53E-08,1.19E-07,6.64E-08,0.823,0.725,0.558
1572,6715,0.254,0.452,1.77E-08,4.07E-08,2.45E-07,7.03E-07,3.716,2.841,1.235
1573,6718,0.214,0.344,1.20E-08,1.61E-08,3.37E-08,0,1.35,0.58,0.27
1574,6720,23.232,40.256,5.44E-07,3.23E-07,6.25E-07,0,0.937,0.624,0.51
1575,6745,94.464,134.656,8.44E-07,9.58E-07,2.10E-06,0,1.908,1.572,1.061
1576,6753,1.92,4.544,4.11E-08,5.34E-08,3.39E-07,3.03E-06,0.637,0.45,0.35
1577,6757,0.96,2.432,3.80E-08,6.78E-08,2.78E-07,7.43E-07,1.232,1.194,0.963
1578,6762,4.224,7.488,1.64E-07,2.48E-07,5.64E-07,3.92E-07,2.846,2.6,1.464
1579,6763,11.136,33.92,2.09E-06,2.11E-06,5.63E-06,1.22E-05,2.417,2.014,1.732
1580,6764,7.616,23.808,1.27E-06,1.32E-06,4.30E-06,2.55E-06,4.966,4.723,3.793
1581,6767,52.096,218.88,1.37E-06,1.34E-06,2.59E-06,1.25E-06,0.962,0.731,0.676
1582,6774,1.536,6.528,1.35E-07,1.18E-07,2.75E-07,3.12E-07,1.09,1.057,0.89
1583,6782,21.888,39.68,4.40E-09,2.03E-08,9.57E-08,2.68E-07,1.402,1.282,0.53
1584,6786,0.257,1.041,1.12E-08,1.72E-08,7.64E-08,0,1.529,1.138,0.45
1585,6787,0.256,0.768,6.49E-09,1.94E-08,1.37E-07,4.68E-07,2.919,2.243,0.619
1586,6788,0.049,0.092,4.87E-08,5.78E-08,5.91E-07,4.25E-06,21.096,9.959,2.483
1587,6796,11.968,21.312,1.05E-07,2.14E-07,4.80E-07,0,0.673,0.398,0.387
1588,6800,0.146,0.206,2.01E-08,3.95E-08,1.01E-07,3.76E-07,7.663,2.919,0.687
1589,6802,13.184,31.296,3.36E-07,4.34E-07,1.00E-06,1.46E-06,1.292,1.092,1.013
1590,6814,2.88,19.264,4.85E-07,6.57E-07,1.54E-06,1.68E-06,3.519,3.525,3.208
1591,6816,9.344,35.136,1.76E-06,1.95E-06,3.83E-06,2.97E-06,5.543,4.939,2.828
1592,6824,0.832,10.176,6.34E-08,6.97E-08,6.12E-07,4.40E-06,4.376,3.9,2.469
1593,6830,6.656,28.352,4.02E-07,3.51E-07,7.99E-07,0,1.074,0.793,0.763
1594,6831,5.696,20.096,4.44E-07,1.68E-07,9.96E-08,1.37E-06,0.567,0.422,0.359
1595,6853,1.984,7.104,1.21E-07,1.18E-07,2.20E-07,4.90E-07,1.341,1.093,0.619
1596,6866,0.256,0.384,1.23E-08,1.75E-08,9.07E-08,0,1.852,1.567,0.49
1597,6867,0.384,0.768,1.16E-08,3.21E-08,4.00E-08,0,0.92,0.824,0.415
1598,6870,10.56,14.4,1.60E-08,3.68E-08,1.22E-07,2.17E-07,1.215,0.978,0.607
1599,6877,6.72,13.056,5.99E-07,1.03E-06,2.32E-06,8.83E-08,2.167,1.819,1.561
1600,6880,3.648,10.688,9.63E-08,1.84E-07,5.29E-07,2.60E-07,1.267,1.077,0.962
1601,6882,6.528,15.04,4.79E-07,3.16E-07,5.96E-07,1.02E-06,1.799,1.463,1.139
1602,6884,5.696,28.608,4.01E-07,2.28E-07,3.94E-07,0,0.989,0.76,0.653
1603,6891,306.304,411.648,4.28E-06,4.18E-06,1.46E-05,3.92E-05,2.931,2.586,2.399
1604,6892,20.48,108.352,1.21E-06,1.83E-06,5.60E-06,1.19E-05,2.258,2.06,1.73
1605,6903,51.392,211.392,1.23E-06,1.22E-06,1.95E-06,1.90E-06,1.729,1.534,1.225
1606,6904,0.32,25.856,2.93E-07,4.61E-07,3.69E-06,4.69E-05,54.619,48.099,17.205
1607,6911,1.408,5.312,6.60E-08,7.30E-08,8.75E-08,0,0.942,0.648,0.579
1608,6914,38.208,77.312,1.28E-07,1.61E-07,4.19E-07,0,0.765,0.698,0.539
1609,6916,0.192,0.96,3.04E-08,3.16E-08,1.83E-07,4.17E-07,7.461,3.465,0.976
1610,6917,3.136,4.416,1.18E-07,2.18E-07,7.11E-07,4.04E-07,3.327,2.773,1.685
1611,6930,20.096,36.8,1.52E-06,1.48E-06,2.75E-06,9.16E-07,5.763,5.545,5.251
1612,6931,0.098,0.24,1.85E-08,3.39E-08,2.38E-07,1.30E-06,6.183,4.07,1.154
1613,6935,32.576,88.256,7.20E-07,8.27E-07,2.72E-06,2.77E-06,0.851,0.55,0.465
1614,6938,17.216,104.256,5.27E-07,4.25E-07,5.71E-07,1.47E-06,1.233,1.014,0.846
1615,6963,10.88,19.84,2.29E-06,4.79E-06,1.71E-05,1.19E-05,23.157,22.541,17.142
1616,6987,9.536,33.28,1.33E-07,1.09E-07,2.98E-07,1.47E-06,0.611,0.464,0.4
1617,6989,34.496,78.208,1.19E-06,1.02E-06,1.65E-06,0,1.088,0.741,0.642
1618,7000,33.024,105.088,3.61E-07,5.92E-07,1.07E-06,0,2.086,1.767,1.573
1619,7009,0.064,0.192,2.32E-08,3.97E-08,2.56E-07,3.40E-06,13.703,5.022,1.189
1620,7012,12.8,28.352,4.07E-06,5.17E-06,1.79E-05,2.49E-05,25.027,22.63,17.836
1621,7028,3.712,22.208,6.52E-07,1.41E-06,4.98E-06,9.55E-06,17.454,15.829,10.679
1622,7030,12.608,47.744,3.21E-07,3.89E-07,9.64E-07,3.25E-07,3.708,3.29,2.635
1623,7060,0.063,0.146,1.15E-08,1.08E-08,7.22E-08,1.22E-07,3.688,1.389,0.368
1624,7063,0.064,0.128,1.50E-08,2.24E-08,2.14E-07,1.16E-06,13.841,3.771,0.907
